date,station,latitude,longitude,aqi,pm2_5,pm10,no2,so2,o3,temperature_C,relative_humidity_%,notes
2024-04-08,Hetauda,27.4163,85.0306,106,37.7,78.5,19.1,2.9,73.4,27.5,57.9,
2024-04-08,Birgunj,27.0,84.8667,120,43.4,64.4,39.3,5.7,57.1,31.6,55.4,
2024-04-08,Jumla,29.2741,82.1855,98,34.6,72.9,23.5,1.0,90.6,30.6,43.4,
2024-04-08,Illam,26.8901,87.9204,71,21.7,55.5,9.7,5.2,55.4,35.0,43.0,
2024-04-09,Kathmandu,27.7172,85.324,159,71.7,174.4,15.2,4.8,51.2,34.2,55.8,
2024-04-09,Lalitpur,27.6648,85.3188,131,47.6,70.2,25.8,5.9,39.7,34.1,55.6,
2024-04-09,Bhaktapur,27.6714,85.427,153,58.8,138.1,20.2,3.5,61.1,33.5,19.5,
2024-04-09,Pokhara,28.2096,83.9856,71,21.5,54.0,6.3,2.1,63.9,28.0,44.8,
2024-04-09,Biratnagar,26.4525,87.2718,137,50.0,84.4,29.0,3.8,54.8,35.2,41.8,
2024-04-09,Nepalgunj,28.0582,81.6176,99,35.0,61.3,2.0,3.7,67.6,21.8,73.0,
2024-04-09,Bharatpur,27.6838,84.4328,86,28.7,76.0,2.3,2.0,50.0,27.4,49.1,
2024-04-09,Dhangadhi,28.707,80.5912,122,44.0,95.8,11.6,3.1,50.6,29.1,51.0,
2024-04-09,Janakpur,26.706,85.9246,112,40.1,81.7,8.7,3.1,57.1,32.9,40.3,
2024-04-09,Butwal,27.7,83.45,74,23.1,50.3,5.3,5.5,64.0,30.7,62.6,
2024-04-09,Dharan,26.8125,87.2835,124,44.8,95.4,10.6,3.3,61.6,33.3,43.0,
2024-04-09,Hetauda,27.4163,85.0306,108,38.4,78.9,8.5,7.9,84.7,26.4,50.7,
2024-04-09,Birgunj,27.0,84.8667,113,40.4,92.5,17.3,5.6,58.7,35.7,45.5,
2024-04-09,Jumla,29.2741,82.1855,80,26.0,37.4,17.8,4.3,54.8,34.0,59.9,
2024-04-09,Illam,26.8901,87.9204,79,25.5,60.8,2.0,1.0,59.6,28.4,75.6,
2024-04-10,Kathmandu,27.7172,85.324,155,63.6,110.8,34.8,6.5,52.0,36.0,36.8,
2024-04-10,Lalitpur,27.6648,85.3188,118,42.3,85.8,14.7,3.5,62.5,31.5,28.8,
2024-04-10,Bhaktapur,27.6714,85.427,155,63.0,133.8,36.9,6.0,63.5,29.1,54.9,
2024-04-10,Pokhara,28.2096,83.9856,82,26.7,33.4,2.0,3.8,48.4,28.4,23.6,
2024-04-10,Biratnagar,26.4525,87.2718,96,33.6,64.6,20.5,1.6,60.5,36.2,61.9,
2024-04-10,Nepalgunj,28.0582,81.6176,115,41.1,84.9,2.0,1.6,52.2,28.3,68.0,
2024-04-10,Bharatpur,27.6838,84.4328,109,38.6,74.5,17.6,2.5,67.7,33.1,60.8,
2024-04-10,Dhangadhi,28.707,80.5912,110,39.1,84.3,17.7,6.1,61.9,27.1,61.5,
2024-04-10,Janakpur,26.706,85.9246,111,39.6,82.6,2.0,2.7,70.7,32.4,55.0,
2024-04-10,Butwal,27.7,83.45,95,33.1,69.9,14.1,3.2,49.2,29.2,61.8,
2024-04-10,Dharan,26.8125,87.2835,84,27.7,60.8,11.0,1.4,36.4,32.1,49.8,
2024-04-10,Hetauda,27.4163,85.0306,91,31.1,48.8,16.0,2.5,58.8,29.3,54.3,
2024-04-10,Birgunj,27.0,84.8667,61,16.7,33.3,23.2,2.5,53.0,36.0,54.8,
2024-04-10,Jumla,29.2741,82.1855,84,27.9,55.2,6.1,3.1,63.1,28.0,72.9,
2024-04-10,Illam,26.8901,87.9204,67,19.5,42.6,2.1,3.0,50.6,30.5,45.2,
2024-04-11,Kathmandu,27.7172,85.324,162,76.1,184.0,13.7,6.4,47.1,28.9,50.5,
2024-04-11,Lalitpur,27.6648,85.3188,154,61.6,106.3,17.2,4.3,69.0,35.3,23.0,
2024-04-11,Bhaktapur,27.6714,85.427,137,50.1,128.1,26.1,7.8,64.0,31.4,36.4,
2024-04-11,Pokhara,28.2096,83.9856,136,49.8,109.9,9.9,1.9,46.4,29.8,72.0,
2024-04-11,Biratnagar,26.4525,87.2718,109,38.9,51.1,18.0,7.5,66.0,29.4,29.1,
2024-04-11,Nepalgunj,28.0582,81.6176,85,28.0,51.4,15.4,1.0,50.4,30.2,64.7,
2024-04-11,Bharatpur,27.6838,84.4328,107,38.0,84.2,4.3,5.0,41.5,29.3,42.9,
2024-04-11,Dhangadhi,28.707,80.5912,110,39.1,49.5,6.0,4.2,51.2,26.4,59.2,
2024-04-11,Janakpur,26.706,85.9246,86,28.9,39.8,11.6,4.2,45.5,35.0,52.3,
2024-04-11,Butwal,27.7,83.45,92,31.7,43.7,10.8,3.0,33.6,29.9,56.7,
2024-04-11,Dharan,26.8125,87.2835,64,18.4,35.9,2.0,2.2,59.7,26.6,59.0,
2024-04-11,Hetauda,27.4163,85.0306,86,28.9,61.1,11.1,2.5,52.3,29.5,31.9,
2024-04-11,Birgunj,27.0,84.8667,104,36.9,45.7,23.1,8.8,39.0,30.5,45.4,
2024-04-11,Jumla,29.2741,82.1855,88,29.7,75.9,17.6,4.5,54.3,32.1,37.7,
2024-04-11,Illam,26.8901,87.9204,94,32.6,55.3,21.6,4.7,78.9,28.7,53.7,
2024-04-12,Kathmandu,27.7172,85.324,147,54.2,82.6,18.8,1.5,76.0,28.6,51.0,
2024-04-12,Lalitpur,27.6648,85.3188,154,62.0,164.4,24.2,4.4,61.6,30.7,47.8,
2024-04-12,Bhaktapur,27.6714,85.427,151,56.0,143.3,24.3,4.7,59.6,27.6,22.5,
2024-04-12,Pokhara,28.2096,83.9856,98,34.4,63.2,9.3,1.0,50.3,28.7,84.0,
2024-04-12,Biratnagar,26.4525,87.2718,113,40.5,81.7,22.2,3.0,42.9,31.1,43.7,
2024-04-12,Nepalgunj,28.0582,81.6176,99,34.8,51.2,2.0,1.0,39.9,31.1,49.0,
2024-04-12,Bharatpur,27.6838,84.4328,97,34.1,86.7,2.0,1.0,58.9,32.4,63.7,
2024-04-12,Dhangadhi,28.707,80.5912,92,31.6,77.4,7.3,2.5,61.9,30.6,78.6,
2024-04-12,Janakpur,26.706,85.9246,87,29.0,40.3,12.0,6.0,63.3,23.2,50.3,
2024-04-12,Butwal,27.7,83.45,92,31.7,53.3,3.1,1.0,79.0,28.7,48.0,
2024-04-12,Dharan,26.8125,87.2835,82,26.7,52.5,23.7,5.0,51.0,28.3,31.2,
2024-04-12,Hetauda,27.4163,85.0306,106,37.4,90.8,9.5,5.0,61.3,30.9,39.0,
2024-04-12,Birgunj,27.0,84.8667,117,42.1,88.8,14.0,5.6,65.0,33.7,70.0,
2024-04-12,Jumla,29.2741,82.1855,61,16.7,46.4,15.8,3.8,57.4,28.4,72.4,
2024-04-12,Illam,26.8901,87.9204,58,15.6,33.1,9.6,4.5,68.0,21.4,46.8,
2024-04-13,Kathmandu,27.7172,85.324,156,65.0,151.9,25.4,5.4,68.2,31.4,43.2,
2024-04-13,Lalitpur,27.6648,85.3188,154,60.5,126.9,19.3,1.9,78.3,34.9,53.3,
2024-04-13,Bhaktapur,27.6714,85.427,132,48.3,132.0,14.2,10.6,42.6,29.3,58.3,
2024-04-13,Pokhara,28.2096,83.9856,66,19.4,40.6,13.7,3.3,56.8,26.8,33.6,
2024-04-13,Biratnagar,26.4525,87.2718,97,34.1,78.6,23.2,6.2,62.4,28.8,49.1,
2024-04-13,Nepalgunj,28.0582,81.6176,70,20.9,46.5,5.2,4.7,42.6,33.0,48.9,
2024-04-13,Bharatpur,27.6838,84.4328,88,29.9,65.5,22.6,3.9,73.4,29.5,57.8,
2024-04-13,Dhangadhi,28.707,80.5912,116,41.4,92.7,15.7,1.0,60.3,29.5,58.0,
2024-04-13,Janakpur,26.706,85.9246,108,38.5,78.4,10.1,1.0,57.9,32.1,53.1,
2024-04-13,Butwal,27.7,83.45,80,25.7,57.3,13.9,1.0,65.6,26.7,58.4,
2024-04-13,Dharan,26.8125,87.2835,84,27.7,58.7,7.6,6.5,52.6,36.7,48.3,
2024-04-13,Hetauda,27.4163,85.0306,132,48.0,97.2,15.9,3.3,52.1,28.4,36.9,
2024-04-13,Birgunj,27.0,84.8667,70,21.3,36.8,20.3,4.8,75.1,29.6,16.6,
2024-04-13,Jumla,29.2741,82.1855,49,11.7,13.2,15.0,1.0,65.3,34.8,55.2,
2024-04-13,Illam,26.8901,87.9204,75,23.4,63.0,8.8,1.6,64.9,31.2,46.7,
2024-04-14,Kathmandu,27.7172,85.324,127,46.0,106.9,23.9,4.1,64.8,31.7,43.2,
2024-04-14,Lalitpur,27.6648,85.3188,157,66.9,169.3,24.5,5.6,50.9,24.7,63.5,
2024-04-14,Bhaktapur,27.6714,85.427,152,58.2,140.5,26.0,5.6,65.4,31.4,47.1,
2024-04-14,Pokhara,28.2096,83.9856,73,22.6,35.9,12.9,1.0,63.0,30.5,52.1,
2024-04-14,Biratnagar,26.4525,87.2718,127,46.0,65.9,26.3,3.9,53.7,34.0,57.5,
2024-04-14,Nepalgunj,28.0582,81.6176,95,33.0,58.2,8.6,1.0,49.1,26.4,64.5,
2024-04-14,Bharatpur,27.6838,84.4328,105,37.0,89.6,2.0,3.5,62.4,27.8,21.7,
2024-04-14,Dhangadhi,28.707,80.5912,80,26.0,56.5,2.0,1.7,51.5,30.1,59.5,
2024-04-14,Janakpur,26.706,85.9246,110,39.2,52.3,6.6,1.2,50.0,28.3,47.9,
2024-04-14,Butwal,27.7,83.45,96,33.3,67.4,5.5,2.2,47.0,32.9,49.9,
2024-04-14,Dharan,26.8125,87.2835,75,23.5,43.4,13.9,1.0,51.2,30.8,49.1,
2024-04-14,Hetauda,27.4163,85.0306,113,40.4,60.6,2.0,3.8,69.8,31.8,50.9,
2024-04-14,Birgunj,27.0,84.8667,91,31.2,48.7,11.6,6.3,77.1,27.9,41.9,
2024-04-14,Jumla,29.2741,82.1855,61,16.7,45.4,8.6,4.7,62.7,30.4,47.2,
2024-04-14,Illam,26.8901,87.9204,66,19.3,44.3,16.2,1.3,43.5,31.5,47.9,
2024-04-15,Kathmandu,27.7172,85.324,120,43.0,95.1,27.5,2.8,53.0,28.5,74.4,
2024-04-15,Lalitpur,27.6648,85.3188,146,53.7,83.4,28.3,8.8,41.1,33.6,52.3,
2024-04-15,Bhaktapur,27.6714,85.427,161,74.9,136.8,19.7,5.7,58.1,31.7,51.8,
2024-04-15,Pokhara,28.2096,83.9856,89,30.3,55.9,14.3,3.6,66.1,27.7,47.0,
2024-04-15,Biratnagar,26.4525,87.2718,80,26.1,58.2,18.3,4.7,72.1,28.6,57.6,
2024-04-15,Nepalgunj,28.0582,81.6176,81,26.3,56.3,16.9,3.1,58.1,27.5,40.9,
2024-04-15,Bharatpur,27.6838,84.4328,92,31.6,58.4,16.0,4.0,61.7,28.5,54.9,
2024-04-15,Dhangadhi,28.707,80.5912,85,28.1,63.0,10.6,4.0,31.5,27.3,62.3,
2024-04-15,Janakpur,26.706,85.9246,101,35.7,53.4,16.2,1.0,75.9,24.2,66.6,
2024-04-15,Butwal,27.7,83.45,92,31.6,57.5,13.0,2.0,73.2,31.5,47.6,
2024-04-15,Dharan,26.8125,87.2835,79,25.5,54.8,7.6,1.5,79.7,25.8,52.6,
2024-04-15,Hetauda,27.4163,85.0306,96,33.6,84.9,9.1,5.2,53.7,29.2,56.8,
2024-04-15,Birgunj,27.0,84.8667,143,52.7,80.7,17.3,5.4,64.2,31.5,57.0,
2024-04-15,Jumla,29.2741,82.1855,63,17.8,39.6,2.8,3.6,66.2,31.8,69.1,
2024-04-15,Illam,26.8901,87.9204,98,34.7,62.1,15.2,2.9,58.7,33.4,53.6,
2024-04-16,Kathmandu,27.7172,85.324,153,60.3,104.8,33.6,5.7,59.4,28.0,43.6,
2024-04-16,Lalitpur,27.6648,85.3188,144,53.0,140.7,25.4,2.9,74.5,34.6,54.0,
2024-04-16,Bhaktapur,27.6714,85.427,122,44.0,82.0,22.5,5.2,63.0,28.6,40.8,
2024-04-16,Pokhara,28.2096,83.9856,89,30.1,48.3,11.8,1.9,72.8,28.4,47.8,
2024-04-16,Biratnagar,26.4525,87.2718,95,33.3,73.9,32.6,7.5,62.8,35.1,50.5,
2024-04-16,Nepalgunj,28.0582,81.6176,91,31.2,51.6,10.3,3.7,61.9,35.1,47.6,
2024-04-16,Bharatpur,27.6838,84.4328,87,29.3,59.5,8.6,2.6,53.8,32.2,49.6,
2024-04-16,Dhangadhi,28.707,80.5912,111,39.5,75.8,16.7,3.1,78.2,31.2,42.9,
2024-04-16,Janakpur,26.706,85.9246,126,45.5,60.2,4.1,3.5,61.8,24.7,42.1,
2024-04-16,Butwal,27.7,83.45,73,22.5,45.7,16.8,4.1,63.2,28.7,66.1,
2024-04-16,Dharan,26.8125,87.2835,69,20.8,46.9,6.8,3.4,57.2,31.3,42.0,
2024-04-16,Hetauda,27.4163,85.0306,94,32.6,46.7,3.8,3.2,64.2,25.7,47.9,
2024-04-16,Birgunj,27.0,84.8667,116,41.4,106.2,17.6,6.6,53.6,30.7,53.6,
2024-04-16,Jumla,29.2741,82.1855,81,26.2,50.2,5.2,1.5,60.4,35.1,42.7,
2024-04-16,Illam,26.8901,87.9204,82,27.0,61.5,3.3,1.4,46.1,30.7,45.1,
2024-04-17,Kathmandu,27.7172,85.324,144,52.9,116.3,21.7,6.7,58.9,32.3,69.5,
2024-04-17,Lalitpur,27.6648,85.3188,155,63.8,156.1,11.4,2.0,44.7,28.4,44.0,
2024-04-17,Bhaktapur,27.6714,85.427,152,57.9,102.6,19.2,6.3,46.3,33.3,48.5,
2024-04-17,Pokhara,28.2096,83.9856,75,23.4,33.8,9.2,1.0,47.3,30.3,54.7,
2024-04-17,Biratnagar,26.4525,87.2718,114,40.7,55.6,18.7,4.4,47.7,36.7,49.5,
2024-04-17,Nepalgunj,28.0582,81.6176,72,22.2,40.7,2.3,1.5,54.1,26.2,37.0,
2024-04-17,Bharatpur,27.6838,84.4328,127,46.2,101.0,13.0,1.0,42.9,29.5,54.0,
2024-04-17,Dhangadhi,28.707,80.5912,86,28.5,65.5,12.5,5.5,52.1,32.3,53.4,
2024-04-17,Janakpur,26.706,85.9246,93,32.2,64.7,8.6,5.7,54.4,32.1,48.1,
2024-04-17,Butwal,27.7,83.45,74,22.9,32.6,15.0,5.3,57.7,32.9,34.1,
2024-04-17,Dharan,26.8125,87.2835,91,30.9,68.1,5.2,6.0,64.6,33.4,40.3,
2024-04-17,Hetauda,27.4163,85.0306,96,33.3,51.5,15.2,3.1,50.9,32.7,29.1,
2024-04-17,Birgunj,27.0,84.8667,91,31.0,80.9,22.0,4.8,60.5,29.3,37.0,
2024-04-17,Jumla,29.2741,82.1855,67,19.9,28.1,3.5,3.8,61.8,36.2,54.7,
2024-04-17,Illam,26.8901,87.9204,62,17.4,26.9,10.3,4.2,64.3,39.0,39.7,
2024-04-18,Kathmandu,27.7172,85.324,125,45.4,85.8,22.6,8.0,54.5,36.0,55.3,
2024-04-18,Lalitpur,27.6648,85.3188,153,59.5,128.8,32.0,5.4,66.4,33.5,38.6,
2024-04-18,Bhaktapur,27.6714,85.427,152,57.2,105.6,25.5,7.1,63.3,30.1,45.9,
2024-04-18,Pokhara,28.2096,83.9856,65,18.6,49.7,2.1,3.8,67.9,27.6,31.6,
2024-04-18,Biratnagar,26.4525,87.2718,105,37.1,66.3,29.9,6.7,65.3,32.8,58.8,
2024-04-18,Nepalgunj,28.0582,81.6176,75,23.7,45.2,11.0,1.7,45.3,31.7,37.0,
2024-04-18,Bharatpur,27.6838,84.4328,78,25.0,64.6,9.8,1.2,41.1,24.1,56.2,
2024-04-18,Dhangadhi,28.707,80.5912,111,39.5,80.9,16.1,4.0,47.9,29.0,48.3,
2024-04-18,Janakpur,26.706,85.9246,62,17.1,37.6,9.1,1.0,76.1,32.4,46.8,
2024-04-18,Butwal,27.7,83.45,85,28.3,65.9,8.9,3.0,74.9,29.4,53.3,
2024-04-18,Dharan,26.8125,87.2835,98,34.3,76.8,13.1,1.0,48.6,34.8,58.9,
2024-04-18,Hetauda,27.4163,85.0306,83,27.3,52.5,15.3,2.4,36.0,28.2,44.2,
2024-04-18,Birgunj,27.0,84.8667,140,51.3,90.5,16.7,7.2,64.4,28.2,54.6,
2024-04-18,Jumla,29.2741,82.1855,43,10.3,18.4,8.8,3.4,59.8,30.5,49.4,
2024-04-18,Illam,26.8901,87.9204,94,32.4,49.5,10.6,4.1,49.2,28.4,41.8,
2024-04-19,Kathmandu,27.7172,85.324,154,60.8,114.6,25.8,5.2,48.3,32.4,67.9,
2024-04-19,Lalitpur,27.6648,85.3188,155,63.6,133.7,25.3,4.6,56.9,33.7,37.4,
2024-04-19,Bhaktapur,27.6714,85.427,500,55.5,146.4,9.1,6.0,54.9,31.4,41.0,
2024-04-19,Pokhara,28.2096,83.9856,71,21.8,28.8,9.7,1.0,44.4,28.5,62.9,
2024-04-19,Biratnagar,26.4525,87.2718,103,36.2,54.1,25.3,5.5,51.9,30.8,51.7,
2024-04-19,Nepalgunj,28.0582,81.6176,100,35.2,59.0,2.9,2.4,53.8,31.2,40.7,
2024-04-19,Bharatpur,27.6838,84.4328,83,27.2,57.6,18.2,2.3,64.2,31.5,35.5,
2024-04-19,Dhangadhi,28.707,80.5912,124,44.8,73.2,8.8,1.1,68.4,29.4,46.2,
2024-04-19,Janakpur,26.706,85.9246,123,44.5,56.3,15.7,3.9,58.5,29.6,46.2,
2024-04-19,Butwal,27.7,83.45,72,21.9,38.6,7.3,4.5,47.5,26.6,31.3,
2024-04-19,Dharan,26.8125,87.2835,75,23.6,27.8,15.9,1.0,52.3,30.2,50.6,
2024-04-19,Hetauda,27.4163,85.0306,71,21.6,52.0,6.4,3.1,46.9,26.4,57.8,
2024-04-19,Birgunj,27.0,84.8667,139,51.0,78.7,26.7,3.6,38.4,31.8,65.3,
2024-04-19,Jumla,29.2741,82.1855,30,7.2,7.6,9.8,4.1,47.5,29.5,35.9,
2024-04-19,Illam,26.8901,87.9204,60,16.4,34.9,5.1,1.0,73.1,27.5,48.6,
2024-04-20,Kathmandu,27.7172,85.324,161,75.4,177.5,12.8,3.0,52.0,31.7,66.2,
2024-04-20,Lalitpur,27.6648,85.3188,123,44.6,61.1,25.4,3.9,38.8,29.7,47.9,
2024-04-20,Bhaktapur,27.6714,85.427,155,62.6,154.7,17.5,4.9,56.9,25.3,47.9,
2024-04-20,Pokhara,28.2096,83.9856,89,30.0,64.6,19.2,1.0,65.9,29.6,49.3,
2024-04-20,Biratnagar,26.4525,87.2718,102,36.0,54.5,23.8,1.5,33.2,33.0,41.8,
2024-04-20,Nepalgunj,28.0582,81.6176,90,30.5,48.9,15.1,5.3,45.8,31.5,38.1,
2024-04-20,Bharatpur,27.6838,84.4328,119,43.0,78.8,2.7,1.7,58.6,31.4,60.7,
2024-04-20,Dhangadhi,28.707,80.5912,96,33.5,63.6,4.4,4.5,71.4,32.2,48.6,
2024-04-20,Janakpur,26.706,85.9246,124,44.7,96.5,9.8,2.6,64.4,31.9,32.8,
2024-04-20,Butwal,27.7,83.45,117,41.9,49.8,11.9,1.0,66.1,29.5,73.2,
2024-04-20,Dharan,26.8125,87.2835,104,36.6,84.1,7.9,2.8,54.1,25.0,51.5,
2024-04-20,Hetauda,27.4163,85.0306,79,25.2,52.0,2.0,2.4,51.1,24.0,55.0,
2024-04-20,Birgunj,27.0,84.8667,97,33.7,56.3,26.5,4.8,57.2,30.6,42.5,
2024-04-20,Jumla,29.2741,82.1855,93,32.1,89.4,5.3,3.3,47.7,30.7,50.4,
2024-04-20,Illam,26.8901,87.9204,74,23.2,31.9,2.0,2.5,57.2,27.3,53.4,
2024-04-21,Kathmandu,27.7172,85.324,160,72.3,178.6,23.1,3.1,38.7,30.1,53.8,
2024-04-21,Lalitpur,27.6648,85.3188,159,70.6,124.9,34.7,6.5,59.0,29.8,72.6,
2024-04-21,Bhaktapur,27.6714,85.427,126,45.8,67.2,22.2,4.0,47.0,35.8,43.6,
2024-04-21,Pokhara,28.2096,83.9856,90,30.7,61.9,9.2,1.0,62.5,31.0,64.1,
2024-04-21,Biratnagar,26.4525,87.2718,132,48.2,106.6,13.9,6.6,59.3,34.8,39.4,
2024-04-21,Nepalgunj,28.0582,81.6176,103,36.1,69.6,18.5,3.0,66.8,27.6,52.2,
2024-04-21,Bharatpur,27.6838,84.4328,56,14.6,17.1,2.3,7.3,61.5,28.6,48.5,
2024-04-21,Dhangadhi,28.707,80.5912,115,41.3,103.4,9.1,1.4,54.1,28.7,70.2,
2024-04-21,Janakpur,26.706,85.9246,130,47.1,109.3,2.0,3.6,67.3,29.0,40.0,
2024-04-21,Butwal,27.7,83.45,87,29.3,54.0,9.7,2.7,50.2,23.8,59.8,
2024-04-21,Dharan,26.8125,87.2835,85,28.3,37.3,2.0,1.7,54.1,26.5,40.4,
2024-04-21,Hetauda,27.4163,85.0306,96,33.5,45.2,3.4,1.6,63.2,25.7,53.5,
2024-04-21,Birgunj,27.0,84.8667,91,31.3,45.8,26.0,7.3,52.5,38.0,49.6,
2024-04-21,Jumla,29.2741,82.1855,81,26.5,48.2,13.0,1.0,60.9,35.8,33.5,
2024-04-21,Illam,26.8901,87.9204,102,35.8,82.1,17.9,3.5,81.4,32.1,23.2,
2024-04-22,Kathmandu,27.7172,85.324,161,74.7,115.3,18.8,8.3,54.8,32.9,53.6,
2024-04-22,Lalitpur,27.6648,85.3188,127,46.1,71.0,17.7,4.2,44.8,26.4,68.6,
2024-04-22,Bhaktapur,27.6714,85.427,153,59.5,160.7,25.3,4.9,64.0,32.4,67.7,
2024-04-22,Pokhara,28.2096,83.9856,89,30.3,55.6,21.1,1.0,42.1,26.7,56.5,
2024-04-22,Biratnagar,26.4525,87.2718,125,45.3,105.2,26.8,4.8,70.6,33.4,69.6,
2024-04-22,Nepalgunj,28.0582,81.6176,40,9.7,14.1,5.8,3.3,57.0,23.6,43.1,
2024-04-22,Bharatpur,27.6838,84.4328,92,31.6,81.5,13.6,3.1,72.7,30.1,44.5,
2024-04-22,Dhangadhi,28.707,80.5912,125,45.1,75.9,5.0,1.0,64.1,27.6,49.8,
2024-04-22,Janakpur,26.706,85.9246,110,39.2,69.5,11.4,2.7,61.1,28.0,50.2,
2024-04-22,Butwal,27.7,83.45,113,40.2,91.9,8.6,1.7,62.0,27.4,48.2,
2024-04-22,Dharan,26.8125,87.2835,67,19.5,23.5,2.0,1.5,76.2,32.9,63.1,
2024-04-22,Hetauda,27.4163,85.0306,94,32.5,76.4,13.8,3.4,32.3,28.0,31.2,
2024-04-22,Birgunj,27.0,84.8667,129,47.0,111.4,7.7,4.7,50.9,34.2,29.2,
2024-04-22,Jumla,29.2741,82.1855,69,20.5,37.4,8.1,5.1,52.2,29.1,40.5,
2024-04-22,Illam,26.8901,87.9204,56,14.6,25.0,7.2,1.4,53.0,30.6,39.2,
2024-04-23,Kathmandu,27.7172,85.324,153,59.3,146.2,24.6,6.1,56.3,27.6,43.3,
2024-04-23,Lalitpur,27.6648,85.3188,153,58.7,91.5,21.0,5.3,71.9,31.9,66.1,
2024-04-23,Bhaktapur,27.6714,85.427,136,49.8,91.9,27.4,6.0,39.1,28.8,48.7,
2024-04-23,Pokhara,28.2096,83.9856,57,15.2,19.7,12.3,2.4,65.8,25.9,52.7,
2024-04-23,Biratnagar,26.4525,87.2718,95,32.9,58.8,31.7,7.2,38.4,34.6,45.5,
2024-04-23,Nepalgunj,28.0582,81.6176,88,29.9,51.4,4.6,5.2,41.8,32.4,55.4,
2024-04-23,Bharatpur,27.6838,84.4328,83,27.4,44.0,11.1,4.4,76.4,29.0,32.6,
2024-04-23,Dhangadhi,28.707,80.5912,99,34.9,86.3,4.6,2.5,40.1,24.2,61.1,
2024-04-23,Janakpur,26.706,85.9246,89,30.2,74.5,17.3,1.4,74.1,27.4,36.6,
2024-04-23,Butwal,27.7,83.45,118,42.3,103.7,2.0,1.0,63.7,31.5,55.6,
2024-04-23,Dharan,26.8125,87.2835,80,25.7,33.6,3.2,4.2,61.9,27.6,55.6,
2024-04-23,Hetauda,27.4163,85.0306,140,51.4,98.0,2.4,1.6,75.2,25.0,43.9,
2024-04-23,Birgunj,27.0,84.8667,106,37.7,60.6,26.5,3.8,76.6,31.0,39.4,
2024-04-23,Jumla,29.2741,82.1855,82,26.6,44.0,16.3,3.0,56.3,25.6,38.3,
2024-04-23,Illam,26.8901,87.9204,70,21.1,31.9,2.0,6.3,49.4,31.8,51.7,
2024-04-24,Kathmandu,27.7172,85.324,153,59.4,109.0,29.2,4.9,81.8,33.5,49.7,
2024-04-24,Lalitpur,27.6648,85.3188,152,57.5,89.1,29.4,5.4,57.8,30.6,39.5,
2024-04-24,Bhaktapur,27.6714,85.427,154,62.0,101.3,27.9,3.9,48.7,31.5,45.4,
2024-04-24,Pokhara,28.2096,83.9856,87,29.0,65.0,10.7,5.4,60.9,24.2,57.7,
2024-04-24,Biratnagar,26.4525,87.2718,94,32.4,54.4,21.6,3.3,72.4,29.9,72.0,
2024-04-24,Nepalgunj,28.0582,81.6176,89,30.1,52.7,11.2,1.0,69.3,31.4,46.7,
2024-04-24,Bharatpur,27.6838,84.4328,107,37.8,75.4,5.5,3.4,53.8,29.9,48.0,
2024-04-24,Dhangadhi,28.707,80.5912,107,38.1,63.3,5.8,1.0,51.1,29.6,58.8,
2024-04-24,Janakpur,26.706,85.9246,86,28.6,50.8,16.8,2.8,59.7,27.4,53.5,
2024-04-24,Butwal,27.7,83.45,54,13.3,27.0,4.2,2.6,60.5,30.5,60.0,
2024-04-24,Dharan,26.8125,87.2835,89,30.0,80.8,12.4,1.0,45.1,26.4,46.2,
2024-04-24,Hetauda,27.4163,85.0306,124,44.7,90.4,2.0,3.3,48.3,29.8,49.5,
2024-04-24,Birgunj,27.0,84.8667,98,34.3,57.1,18.4,3.1,53.1,30.4,56.3,
2024-04-24,Jumla,29.2741,82.1855,78,25.0,53.3,6.0,6.0,66.8,24.7,57.7,
2024-04-24,Illam,26.8901,87.9204,85,28.4,46.8,17.1,3.8,63.1,34.3,59.0,
2024-04-25,Kathmandu,27.7172,85.324,162,77.4,137.4,20.1,6.1,63.7,30.5,52.7,
2024-04-25,Lalitpur,27.6648,85.3188,154,61.7,99.9,32.6,7.3,54.5,30.1,39.7,
2024-04-25,Bhaktapur,27.6714,85.427,157,67.9,138.1,18.5,4.8,45.9,32.5,48.5,
2024-04-25,Pokhara,28.2096,83.9856,78,25.1,46.3,18.7,2.5,80.3,32.3,59.4,
2024-04-25,Biratnagar,26.4525,87.2718,77,24.3,39.6,26.1,3.0,75.1,33.8,58.2,
2024-04-25,Nepalgunj,28.0582,81.6176,110,39.0,86.0,18.9,1.5,55.9,29.8,54.1,
2024-04-25,Bharatpur,27.6838,84.4328,100,35.4,54.1,7.7,3.7,41.9,26.0,56.8,
2024-04-25,Dhangadhi,28.707,80.5912,83,27.2,44.9,5.1,2.7,50.8,33.6,43.7,
2024-04-25,Janakpur,26.706,85.9246,82,27.0,46.7,7.1,6.1,72.8,28.7,53.4,
2024-04-25,Butwal,27.7,83.45,96,33.6,57.1,7.0,3.6,61.6,30.3,52.0,
2024-04-25,Dharan,26.8125,87.2835,84,27.6,41.7,5.1,3.5,74.8,25.6,23.3,
2024-04-25,Hetauda,27.4163,85.0306,95,32.8,69.5,11.8,5.3,88.4,31.4,53.2,
2024-04-25,Birgunj,27.0,84.8667,143,52.5,85.7,22.2,4.8,61.7,35.6,61.8,
2024-04-25,Jumla,29.2741,82.1855,84,27.7,57.3,13.3,3.1,42.3,30.0,59.4,
